EXECTIME 4 2 1 8 8525008
EXECTIME 4 2 1 11 8525008
EXECTIME 4 2 1 2 8525008
PARTITION 4 2 11 26489 3373
EXECTIME 4 2 1 10 8525008
EXECTIME 4 2 1 7 8525008
EXECTIME 4 2 1 9 8525008
EXECTIME 4 2 1 5 8525008
EXECTIME 4 2 1 1 8525056
EXECTIME 4 2 1 3 8525104
PARTITION 4 2 1 26510 3374
EXECTIME 4 2 1 4 8525008
PARTITION 4 2 8 26525 3377
EXECTIME 4 2 1 6 8525008
PARTITION 4 2 2 26517 3375
PARTITION 4 2 10 26490 3373
PARTITION 4 2 7 26467 3370
PARTITION 4 2 9 26488 3373
PARTITION 4 2 3 26506 3374
PARTITION 4 2 5 26518 3375
PARTITION 4 2 4 26514 3374
PARTITION 4 2 6 26499 3373
EXECTIME 4 2 1 0 8525008
PARTITION 4 2 0 26521 3376
