EXECTIME 2 2 1 3 8472032
EXECTIME 2 2 1 2 8472032
EXECTIME 2 2 1 1 8472032
PARTITION 2 2 2 11775 2899
PARTITION 2 2 1 11774 2899
PARTITION 2 2 3 11989 2943
EXECTIME 2 2 1 0 8472032
PARTITION 2 2 0 11774 2899
