EXECTIME 2 1 2 3 0
PARTITION 2 1 3 5257 1315
COMMUNICATION 2 1 3 9 8 0 15771 18368 21027 0 2656 5255
COMMUNICATION 2 1 3 9 8 1 15771 18419 21025 5257 7857 10513
COMMUNICATION 2 1 3 9 8 2 15774 18347 21026 10514 13106 15769
COMMUNICATION 2 1 3 9 8 3 15771 18407 21027 21030 23587 26283
COMMUNICATION 2 1 3 9 8 4 15773 18368 21026 26285 28929 31540
COMMUNICATION 2 1 3 9 8 5 15772 18459 21025 31542 34160 36793
COMMUNICATION 2 1 3 9 8 6 15771 18371 21027 36799 39379 42054
COMMUNICATION 2 1 3 9 8 7 15773 18403 21027 42056 44741 47310
EXECTIME 4 1 2 3 0
PARTITION 4 1 3 35338 4502
COMMUNICATION 4 1 3 9 8 0 106016 123755 141351 0 17582 35337
COMMUNICATION 4 1 3 9 8 1 106017 123747 141353 35343 52910 70677
COMMUNICATION 4 1 3 9 8 2 106016 123745 141351 70678 88416 106015
COMMUNICATION 4 1 3 9 8 3 106016 123695 141349 141356 159206 176691
COMMUNICATION 4 1 3 9 8 4 106018 123644 141353 176693 194485 212029
COMMUNICATION 4 1 3 9 8 5 106017 123602 141353 212031 229721 247365
COMMUNICATION 4 1 3 9 8 6 106016 123584 141352 247368 265190 282705
COMMUNICATION 4 1 3 9 8 7 106016 123674 141351 282706 300315 318042
EXECTIME 2 2 1 3 0
PARTITION 2 2 3 5266 1134
COMMUNICATION 2 2 3 9 4 0 14 21918 46881 186 24468 47216
COMMUNICATION 2 2 3 9 4 1 212 23577 46688 53 22875 46765
COMMUNICATION 2 2 3 9 4 2 178 20408 47270 10 23265 46952
COMMUNICATION 2 2 3 9 4 3 3338 30767 46893 1292 23616 46892
EXECTIME 4 2 1 3 1
PARTITION 4 2 3 35315 6346
COMMUNICATION 4 2 3 9 5 0 23 160902 316654 20 167087 317694
COMMUNICATION 4 2 3 9 5 1 4518 159383 317638 437 163190 317521
COMMUNICATION 4 2 3 9 5 2 1109 154149 318042 81 158627 317478
COMMUNICATION 4 2 3 9 5 3 1602 189434 317606 766 176637 317313
COMMUNICATION 4 2 3 9 5 4 1704 163472 317635 78 165151 317744
