EXECTIME 2 1 2 6 0
PARTITION 2 1 6 5257 1368
COMMUNICATION 2 1 6 9 8 0 31543 34174 36798 0 2598 5256
COMMUNICATION 2 1 6 9 8 1 31542 34177 36798 5257 7844 10513
COMMUNICATION 2 1 6 9 8 2 31543 34153 36798 10514 13127 15770
COMMUNICATION 2 1 6 9 8 3 31542 34160 36793 15772 18459 21025
COMMUNICATION 2 1 6 9 8 4 31544 34142 36798 21028 23628 26284
COMMUNICATION 2 1 6 9 8 5 31542 34197 36795 26289 28934 31541
COMMUNICATION 2 1 6 9 8 6 31544 34158 36798 36803 39410 42054
COMMUNICATION 2 1 6 9 8 7 31542 34157 36798 42058 44664 47310
EXECTIME 4 1 2 6 0
PARTITION 4 1 6 35338 4495
COMMUNICATION 4 1 6 9 8 0 212031 229750 247367 1 17886 35338
COMMUNICATION 4 1 6 9 8 1 212030 229698 247367 35339 52992 70677
COMMUNICATION 4 1 6 9 8 2 212030 229743 247367 70678 88458 106010
COMMUNICATION 4 1 6 9 8 3 212031 229721 247365 106017 123602 141353
COMMUNICATION 4 1 6 9 8 4 212032 229601 247367 141354 159044 176691
COMMUNICATION 4 1 6 9 8 5 212031 229687 247366 176692 194335 212029
COMMUNICATION 4 1 6 9 8 6 212030 229700 247364 247368 265026 282701
COMMUNICATION 4 1 6 9 8 7 212031 229731 247364 282706 300322 318043
EXECTIME 2 2 1 6 0
PARTITION 2 2 6 5190 1154
COMMUNICATION 2 2 6 9 3 0 117 23414 47187 188 21167 47150
COMMUNICATION 2 2 6 9 3 1 441 20681 46830 374 23981 47215
COMMUNICATION 2 2 6 9 3 2 37 24282 46928 114 24936 47116
EXECTIME 4 2 1 6 1
PARTITION 4 2 6 35345 3177
COMMUNICATION 4 2 6 9 6 0 1217 145091 316010 547 148641 317697
COMMUNICATION 4 2 6 9 6 1 4165 145725 310737 15364 172235 311950
COMMUNICATION 4 2 6 9 6 2 618 168809 317859 58 154697 317771
COMMUNICATION 4 2 6 9 6 3 13893 144309 288890 15858 186372 293747
COMMUNICATION 4 2 6 9 6 4 323 149054 318033 721 158335 318041
COMMUNICATION 4 2 6 9 6 5 452 160685 317912 397 162012 317740
