EXECTIME 2 1 2 7 0
PARTITION 2 1 7 5257 1254
COMMUNICATION 2 1 7 9 8 0 36800 39437 42052 0 2665 5256
COMMUNICATION 2 1 7 9 8 1 36800 39401 42054 5258 7884 10511
COMMUNICATION 2 1 7 9 8 2 36800 39456 42055 10515 13170 15770
COMMUNICATION 2 1 7 9 8 3 36799 39379 42054 15771 18371 21027
COMMUNICATION 2 1 7 9 8 4 36799 39416 42054 21028 23600 26282
COMMUNICATION 2 1 7 9 8 5 36801 39413 42055 26285 28957 31541
COMMUNICATION 2 1 7 9 8 6 36803 39410 42054 31544 34158 36798
COMMUNICATION 2 1 7 9 8 7 36800 39431 42055 42056 44761 47311
EXECTIME 4 1 2 7 0
PARTITION 4 1 7 35338 4559
COMMUNICATION 4 1 7 9 8 0 247369 265171 282705 0 17566 35335
COMMUNICATION 4 1 7 9 8 1 247368 264996 282704 35339 53133 70676
COMMUNICATION 4 1 7 9 8 2 247368 265154 282704 70685 88188 106013
COMMUNICATION 4 1 7 9 8 3 247368 265190 282705 106016 123584 141352
COMMUNICATION 4 1 7 9 8 4 247369 265017 282705 141354 159105 176689
COMMUNICATION 4 1 7 9 8 5 247372 265013 282703 176692 194207 212029
COMMUNICATION 4 1 7 9 8 6 247368 265026 282701 212030 229700 247364
COMMUNICATION 4 1 7 9 8 7 247373 265133 282700 282708 300334 318043
EXECTIME 2 2 1 7 0
PARTITION 2 2 7 5163 1221
COMMUNICATION 2 2 7 9 6 0 207 22471 46778 134 25246 47141
COMMUNICATION 2 2 7 9 6 1 115 20945 45118 208 21189 46901
COMMUNICATION 2 2 7 9 6 2 869 22073 47133 378 24194 47257
COMMUNICATION 2 2 7 9 6 3 64 25702 47250 42 24143 46873
COMMUNICATION 2 2 7 9 6 4 374 23981 47215 441 20681 46830
COMMUNICATION 2 2 7 9 6 5 160 23236 47045 228 24176 47305
EXECTIME 4 2 1 7 1
PARTITION 4 2 7 35348 2284
COMMUNICATION 4 2 7 9 6 0 442 175649 317083 192 160021 314933
COMMUNICATION 4 2 7 9 6 1 78 165151 317744 1704 163472 317635
COMMUNICATION 4 2 7 9 6 2 2202 179148 313492 10 153746 316980
COMMUNICATION 4 2 7 9 6 3 471 154537 317541 164 165032 318026
COMMUNICATION 4 2 7 9 6 4 721 158335 318041 323 149054 318033
COMMUNICATION 4 2 7 9 6 5 147 163196 318027 146 156764 318015
