EXECTIME 2 1 2 2 0
PARTITION 2 1 2 5257 1261
COMMUNICATION 2 1 2 9 8 0 10514 13116 15770 0 2662 5256
COMMUNICATION 2 1 2 9 8 1 10514 13178 15770 5259 7908 10511
COMMUNICATION 2 1 2 9 8 2 10514 13106 15769 15774 18347 21026
COMMUNICATION 2 1 2 9 8 3 10521 13185 15769 21029 23678 26281
COMMUNICATION 2 1 2 9 8 4 10515 13061 15770 26293 28962 31540
COMMUNICATION 2 1 2 9 8 5 10514 13127 15770 31543 34153 36798
COMMUNICATION 2 1 2 9 8 6 10515 13170 15770 36800 39456 42055
COMMUNICATION 2 1 2 9 8 7 10515 13192 15769 42057 44638 47311
EXECTIME 4 1 2 2 0
PARTITION 4 1 2 35338 4404
COMMUNICATION 4 1 2 9 8 0 70679 88283 106015 0 17746 35338
COMMUNICATION 4 1 2 9 8 1 70678 88487 106014 35339 53193 70675
COMMUNICATION 4 1 2 9 8 2 70678 88416 106015 106016 123745 141351
COMMUNICATION 4 1 2 9 8 3 70680 88164 106014 141354 158761 176691
COMMUNICATION 4 1 2 9 8 4 70679 88415 106009 176692 194500 212028
COMMUNICATION 4 1 2 9 8 5 70678 88458 106010 212030 229743 247367
COMMUNICATION 4 1 2 9 8 6 70685 88188 106013 247368 265154 282704
COMMUNICATION 4 1 2 9 8 7 70678 88283 106015 282706 300394 318043
EXECTIME 2 2 1 2 0
PARTITION 2 2 2 5268 833
COMMUNICATION 2 2 2 9 7 0 13571 13571 25904 26732 26732 33331
COMMUNICATION 2 2 2 9 7 1 69 23168 46212 179 23475 47268
COMMUNICATION 2 2 2 9 7 2 10 23265 46952 178 20408 47270
COMMUNICATION 2 2 2 9 7 3 2201 26839 47286 831 23625 45521
COMMUNICATION 2 2 2 9 7 4 188 21167 47150 117 23414 47187
COMMUNICATION 2 2 2 9 7 5 208 21189 46901 115 20945 45118
COMMUNICATION 2 2 2 9 7 6 1092 23226 47291 1477 20880 47054
EXECTIME 4 2 1 2 1
PARTITION 4 2 2 35339 6607
COMMUNICATION 4 2 2 9 2 0 89 165132 318001 36 156542 317552
COMMUNICATION 4 2 2 9 2 1 81 158627 317478 1109 154149 318042
