EXECTIME 2 1 2 8 0
PARTITION 2 1 8 5256 1260
COMMUNICATION 2 1 8 9 8 0 42066 44642 47311 1 2591 5256
COMMUNICATION 2 1 8 9 8 1 42056 44721 47311 5257 7891 10513
COMMUNICATION 2 1 8 9 8 2 42057 44638 47311 10515 13192 15769
COMMUNICATION 2 1 8 9 8 3 42056 44741 47310 15773 18403 21027
COMMUNICATION 2 1 8 9 8 4 42056 44702 47310 21032 23634 26284
COMMUNICATION 2 1 8 9 8 5 42057 44658 47309 26285 28944 31540
COMMUNICATION 2 1 8 9 8 6 42058 44664 47310 31542 34157 36798
COMMUNICATION 2 1 8 9 8 7 42056 44761 47311 36800 39431 42055
EXECTIME 4 1 2 8 0
PARTITION 4 1 8 35338 4446
COMMUNICATION 4 1 8 9 8 0 282709 300493 318042 0 17772 35338
COMMUNICATION 4 1 8 9 8 1 282707 300431 318040 35340 53013 70673
COMMUNICATION 4 1 8 9 8 2 282706 300394 318043 70678 88283 106015
COMMUNICATION 4 1 8 9 8 3 282706 300315 318042 106016 123674 141351
COMMUNICATION 4 1 8 9 8 4 282706 300359 318041 141355 158878 176690
COMMUNICATION 4 1 8 9 8 5 282706 300392 318043 176695 194263 212028
COMMUNICATION 4 1 8 9 8 6 282706 300322 318043 212031 229731 247364
COMMUNICATION 4 1 8 9 8 7 282708 300334 318043 247373 265133 282700
EXECTIME 2 2 1 8 0
PARTITION 2 2 8 5208 1146
COMMUNICATION 2 2 8 9 4 0 128 23162 46956 472 26031 47268
COMMUNICATION 2 2 8 9 4 1 1477 20880 47054 1092 23226 47291
COMMUNICATION 2 2 8 9 4 2 114 24936 47116 37 24282 46928
COMMUNICATION 2 2 8 9 4 3 228 24176 47305 160 23236 47045
EXECTIME 4 2 1 8 1
PARTITION 4 2 8 35344 2879
COMMUNICATION 4 2 8 9 4 0 106 150027 317290 3629 149719 309011
COMMUNICATION 4 2 8 9 4 1 233 145959 317930 82 158846 317908
COMMUNICATION 4 2 8 9 4 2 397 162012 317740 452 160685 317912
COMMUNICATION 4 2 8 9 4 3 146 156764 318015 147 163196 318027
