EXECTIME 2 1 2 5 0
PARTITION 2 1 5 5257 1464
COMMUNICATION 2 1 5 9 8 0 26286 28912 31538 2 2706 5255
COMMUNICATION 2 1 5 9 8 1 26285 28948 31541 5258 7883 10511
COMMUNICATION 2 1 5 9 8 2 26293 28962 31540 10515 13061 15770
COMMUNICATION 2 1 5 9 8 3 26285 28929 31540 15773 18368 21026
COMMUNICATION 2 1 5 9 8 4 26286 28872 31537 21029 23632 26284
COMMUNICATION 2 1 5 9 8 5 26289 28934 31541 31542 34197 36795
COMMUNICATION 2 1 5 9 8 6 26285 28957 31541 36801 39413 42055
COMMUNICATION 2 1 5 9 8 7 26285 28944 31540 42057 44658 47309
EXECTIME 4 1 2 5 0
PARTITION 4 1 5 35338 4495
COMMUNICATION 4 1 5 9 8 0 176694 194439 212027 0 17696 35336
COMMUNICATION 4 1 5 9 8 1 176692 194348 212028 35341 53077 70677
COMMUNICATION 4 1 5 9 8 2 176692 194500 212028 70679 88415 106009
COMMUNICATION 4 1 5 9 8 3 176693 194485 212029 106018 123644 141353
COMMUNICATION 4 1 5 9 8 4 176693 194317 212027 141355 158994 176691
COMMUNICATION 4 1 5 9 8 5 176692 194335 212029 212031 229687 247366
COMMUNICATION 4 1 5 9 8 6 176692 194207 212029 247372 265013 282703
COMMUNICATION 4 1 5 9 8 7 176695 194263 212028 282706 300392 318043
EXECTIME 2 2 1 5 0
PARTITION 2 2 5 5263 1911
COMMUNICATION 2 2 5 9 6 0 1490 32592 47028 542 26732 46876
COMMUNICATION 2 2 5 9 6 1 398 23671 47253 198 26717 47209
COMMUNICATION 2 2 5 9 6 2 831 23625 45521 2201 26839 47286
COMMUNICATION 2 2 5 9 6 3 1292 23616 46892 3338 30767 46893
COMMUNICATION 2 2 5 9 6 4 366 26882 47233 199 26615 47084
COMMUNICATION 2 2 5 9 6 5 42 24143 46873 64 25702 47250
EXECTIME 4 2 1 5 1
PARTITION 4 2 5 35339 3206
COMMUNICATION 4 2 5 9 6 0 1782 132984 316224 261 170697 317977
COMMUNICATION 4 2 5 9 6 1 766 176637 317313 1602 189434 317606
COMMUNICATION 4 2 5 9 6 2 270 154603 317992 101 161231 317432
COMMUNICATION 4 2 5 9 6 3 15858 186372 293747 13893 144309 288890
COMMUNICATION 4 2 5 9 6 4 164 165032 318026 471 154537 317541
COMMUNICATION 4 2 5 9 6 5 82 158846 317908 233 145959 317930
