EXECTIME 2 1 2 4 0
PARTITION 2 1 4 5257 1379
COMMUNICATION 2 1 4 9 8 0 21030 23627 26284 0 2628 5256
COMMUNICATION 2 1 4 9 8 1 21028 23653 26283 5260 7854 10513
COMMUNICATION 2 1 4 9 8 2 21029 23678 26281 10521 13185 15769
COMMUNICATION 2 1 4 9 8 3 21030 23587 26283 15771 18407 21027
COMMUNICATION 2 1 4 9 8 4 21029 23632 26284 26286 28872 31537
COMMUNICATION 2 1 4 9 8 5 21028 23628 26284 31544 34142 36798
COMMUNICATION 2 1 4 9 8 6 21028 23600 26282 36799 39416 42054
COMMUNICATION 2 1 4 9 8 7 21032 23634 26284 42056 44702 47310
EXECTIME 4 1 2 4 0
PARTITION 4 1 4 35338 4372
COMMUNICATION 4 1 4 9 8 0 141354 158981 176690 1 17685 35337
COMMUNICATION 4 1 4 9 8 1 141356 159026 176691 35342 52974 70677
COMMUNICATION 4 1 4 9 8 2 141354 158761 176691 70680 88164 106014
COMMUNICATION 4 1 4 9 8 3 141356 159206 176691 106016 123695 141349
COMMUNICATION 4 1 4 9 8 4 141355 158994 176691 176693 194317 212027
COMMUNICATION 4 1 4 9 8 5 141354 159044 176691 212032 229601 247367
COMMUNICATION 4 1 4 9 8 6 141354 159105 176689 247369 265017 282705
COMMUNICATION 4 1 4 9 8 7 141355 158878 176690 282706 300359 318041
EXECTIME 2 2 1 4 0
PARTITION 2 2 4 5414 2417
COMMUNICATION 2 2 4 9 2 0 199 26615 47084 366 26882 47233
COMMUNICATION 2 2 4 9 2 1 378 24194 47257 869 22073 47133
EXECTIME 4 2 1 4 1
PARTITION 4 2 4 35351 2910
COMMUNICATION 4 2 4 9 5 0 2722 163789 317781 875 147492 317954
COMMUNICATION 4 2 4 9 5 1 101 161231 317432 270 154603 317992
COMMUNICATION 4 2 4 9 5 2 58 154697 317771 618 168809 317859
COMMUNICATION 4 2 4 9 5 3 10 153746 316980 2202 179148 313492
COMMUNICATION 4 2 4 9 5 4 3629 149719 309011 106 150027 317290
